Index,Left offset,Top offset,Right offset,Bottom offset,Index of palm class
64034,33631,24276,33744,24390,3
64035,33628,24394,33741,24507,3
64036,33641,24515,33741,24616,3
64037,33638,24610,33738,24711,3
64038,33531,24229,33643,24343,3
64039,33532,24339,33644,24452,3
64040,33537,24453,33649,24566,3
64041,33535,24572,33647,24685,3
64042,33540,24685,33653,24798,3
64043,33438,24271,33550,24384,3
64044,33441,24395,33554,24508,3
64045,33440,24507,33553,24620,3
64046,33439,24631,33552,24744,3
64047,33344,24231,33457,24344,3
64048,33344,24337,33457,24450,3
64049,33344,24457,33457,24570,3
64050,33343,24560,33455,24673,3
64051,33348,24691,33460,24804,3
64052,33249,24173,33362,24286,3
64053,33252,24290,33364,24403,3
64054,33246,24402,33358,24515,3
64055,33257,24520,33369,24633,3
64056,33256,24634,33368,24747,3
64057,33150,24230,33262,24343,3
64058,33151,24343,33263,24456,3
64059,33145,24472,33257,24585,3
64060,33147,24569,33260,24682,3
64061,33156,24681,33269,24795,3
64062,33050,24176,33162,24289,6
64063,33041,24298,33153,24411,3
64064,33040,24404,33153,24517,3
64065,33038,24518,33151,24632,3
64066,33038,24621,33151,24735,3
64067,32948,24241,33061,24354,3
64068,32944,24357,33057,24470,3
64069,32951,24461,33064,24575,3
64070,32949,24582,33061,24696,3
64071,32955,24688,33067,24801,3
64072,32855,24191,32955,24292,3
64073,32847,24298,32959,24412,3
64074,32849,24410,32961,24524,3
64075,32848,24526,32960,24639,3
64076,32854,24644,32966,24757,3
64077,32760,24235,32872,24349,3
64078,32764,24354,32876,24468,3
64079,32759,24466,32872,24579,3
64080,32765,24588,32878,24701,3
64081,32655,24189,32767,24303,3
64082,32661,24297,32774,24410,3
64083,32653,24419,32766,24532,3
64084,32654,24533,32767,24646,3
64085,32654,24654,32767,24767,3
64086,32561,24237,32674,24350,3
64087,32567,24369,32667,24470,3
64088,32565,24484,32665,24585,3
64089,32566,24601,32666,24702,3
64090,32564,24710,32676,24823,3
64091,32462,24199,32574,24312,3
64092,32466,24312,32578,24425,3
64093,32466,24414,32578,24527,3
64094,32464,24535,32576,24648,3
64095,32464,24648,32577,24761,3
64096,32365,24156,32465,24257,3
64097,32363,24264,32475,24377,3
64098,32366,24378,32478,24491,3
64099,32371,24487,32471,24588,3
64100,32373,24611,32473,24712,3
64101,32263,24217,32376,24330,3
64102,32271,24329,32384,24442,3
64103,32277,24443,32377,24544,3
64104,32289,24549,32376,24637,3
64105,32292,24650,32380,24738,3
64106,32173,24158,32273,24259,3
64107,32165,24265,32278,24378,3
64108,32170,24377,32282,24490,3
64109,32172,24493,32284,24606,3
64110,32181,24605,32281,24705,3
64111,32175,24708,32287,24822,3
64112,32074,24208,32186,24321,3
64113,32083,24329,32171,24417,3
64114,32075,24431,32187,24545,3
64115,32077,24542,32190,24656,3
64116,32080,24664,32180,24764,3
64117,31987,24154,32075,24242,3
64118,31985,24258,32085,24359,3
64119,31990,24384,32090,24484,3
64120,31995,24499,32082,24587,3
64121,31992,24598,32092,24698,3
64122,31989,24709,32089,24810,3
64123,31879,24214,31992,24328,3
64124,31885,24333,31985,24433,3
64125,31880,24442,31993,24556,3
64126,31881,24549,31993,24662,3
64127,31888,24670,31988,24771,3
64128,31782,24152,31895,24266,3
64129,31785,24265,31897,24379,3
64130,31788,24385,31888,24485,3
64131,31784,24492,31896,24605,3
64132,31785,24604,31897,24717,3
64133,31687,24210,31799,24324,3
64134,31688,24325,31800,24438,3
64135,31690,24436,31802,24549,3
64136,31698,24551,31798,24652,3
64137,31594,24156,31706,24269,3
64138,31593,24267,31706,24380,3
64139,31594,24383,31707,24496,3
64140,31592,24489,31705,24602,3
64141,31596,24606,31709,24719,3
64142,31495,24212,31608,24325,3
64143,31494,24333,31594,24434,3
64144,31503,24455,31590,24544,3
64145,31502,24551,31590,24639,3
64146,31395,24150,31508,24263,3
64147,31396,24265,31508,24378,3
64148,31401,24383,31501,24484,3
64149,31398,24491,31510,24604,3
64150,31397,24605,31509,24718,3
64151,31306,24210,31418,24323,3
64152,31308,24322,31420,24435,3
64153,31302,24447,31415,24560,3
64154,31308,24555,31421,24668,3
64155,31208,24163,31321,24276,3
64156,31206,24269,31319,24382,3
64157,31208,24377,31321,24490,3
64158,31208,24497,31321,24611,3
64159,31215,24610,31327,24724,3
64160,31109,24107,31209,24208,3
64161,31105,24212,31218,24325,3
64162,31096,24335,31196,24435,3
64163,31115,24470,31203,24558,3
64164,31105,24574,31193,24662,3
64165,31002,24157,31114,24270,3
64166,31003,24275,31115,24389,3
64167,31004,24387,31116,24501,3
64168,30995,24502,31107,24615,3
64169,31001,24613,31113,24726,3
64170,30911,24107,31011,24207,3
64171,30911,24225,31011,24325,3
64172,30911,24328,31024,24442,3
64173,30904,24444,31017,24557,3
64174,30924,24568,31011,24656,6
64175,30805,24144,30918,24258,3
64176,30807,24271,30920,24384,3
64177,30811,24382,30924,24495,3
64178,30805,24500,30918,24613,3
64179,30807,24608,30919,24721,3
64180,30710,24105,30810,24205,3
64181,30710,24214,30810,24315,3
64182,30716,24331,30816,24432,3
64183,30716,24444,30816,24545,3
64184,30710,24564,30810,24665,3
64185,30615,24160,30715,24261,3
64186,30607,24268,30719,24381,3
64187,30628,24390,30728,24491,3
64188,30620,24489,30720,24590,3
64189,30613,24611,30726,24724,3
64190,30522,24102,30634,24215,6
64191,30529,24228,30617,24316,6
64192,30516,24311,30629,24424,3
64193,30519,24444,30632,24557,3
64194,30515,24553,30628,24666,3
64195,30419,24155,30532,24268,3
64196,30426,24274,30526,24375,3
64197,30420,24391,30533,24504,3
64198,30416,24498,30529,24611,3
64199,30427,24621,30527,24721,3
64200,30322,24101,30435,24214,3
64201,30328,24228,30415,24316,6
64202,30319,24336,30419,24437,3
64203,30332,24449,30420,24537,3
64204,30517,24660,30630,24773,3
64205,30617,24721,30730,24834,3
64206,30722,24673,30822,24774,3
64207,30719,24779,30832,24892,3
64208,30806,24719,30918,24832,3
64209,30812,24839,30912,24940,3
64210,30912,24665,31025,24778,3
64211,30910,24784,31023,24897,3
64212,30913,24889,31025,25002,3
64213,31006,24712,31119,24825,3
64214,31005,24835,31118,24948,3
64215,30999,24939,31112,25052,3
64216,31098,24692,31186,24780,3
64217,31092,24807,31180,24895,3
64218,31107,24915,31194,25003,3
64219,31104,25026,31191,25115,3
64220,31209,24719,31321,24833,3
64221,31209,24834,31321,24947,3
64222,31214,24940,31326,25053,3
64223,31209,25058,31322,25171,3
64224,31305,24661,31418,24775,3
64225,31302,24772,31415,24886,3
64226,31304,24891,31416,25004,3
64227,31307,25007,31419,25120,3
64228,31403,24716,31516,24830,3
64229,31399,24827,31512,24941,3
64230,31405,24942,31518,25056,3
64231,31410,25055,31510,25156,3
64232,31305,25115,31417,25228,3
64233,31408,25177,31508,25278,3
64234,31507,24649,31595,24737,3
64235,31505,24769,31605,24870,3
64236,31510,24877,31610,24977,3
64237,31506,25004,31606,25104,3
64238,31514,25123,31601,25211,3
64239,31594,24712,31706,24825,3
64240,31600,24833,31700,24934,3
64241,31595,24948,31707,25062,3
64242,31593,25058,31705,25172,3
64243,31594,25171,31707,25285,3
64244,31687,24660,31800,24773,3
64245,31687,24771,31800,24884,3
64246,31705,24901,31792,24989,3
64247,31692,24997,31804,25110,3
64248,31692,25117,31804,25231,3
64249,31796,24723,31896,24824,6
64250,31788,24829,31901,24942,3
64251,31788,24944,31901,25057,3
64252,31793,25062,31906,25175,3
64253,31788,25170,31900,25283,3
64254,31883,24773,31995,24886,3
64255,31884,24888,31996,25001,3
64256,31882,25006,31995,25119,3
64257,31886,25120,31999,25233,3
64258,31999,24814,32099,24915,3
64259,31999,24932,32087,25020,3
64260,32006,25047,32094,25136,3
64261,32002,25162,32089,25250,3
64262,29535,24294,29648,24407,3
64263,29549,24410,29649,24510,3
64264,29557,24522,29657,24622,3
64265,29457,24240,29557,24341,3
64266,29451,24347,29563,24461,3
64267,29452,24470,29552,24570,3
64268,29445,24578,29557,24691,3
64269,29352,24176,29464,24290,3
64270,29350,24293,29462,24407,3
64271,29350,24411,29462,24525,3
64272,29351,24523,29464,24636,3
64273,29258,24122,29370,24236,3
64274,29253,24236,29365,24350,3
64275,29253,24348,29366,24461,3
64276,29256,24455,29369,24568,3
64277,29254,24579,29367,24692,3
64278,29168,24163,29268,24263,3
64279,29149,24300,29262,24413,3
64280,29157,24419,29270,24532,3
64281,29165,24521,29277,24634,3
64282,29060,24130,29173,24243,3
64283,29062,24248,29162,24349,3
64284,29050,24360,29162,24473,3
64285,29050,24468,29162,24581,3
64286,29048,24584,29160,24697,3
64287,28968,24198,29056,24286,3
64288,28957,24304,29069,24417,3
64289,28954,24410,29066,24523,3
64290,28959,24524,29072,24637,3
64291,28857,24134,28969,24247,3
64292,28858,24242,28970,24355,3
64293,28857,24343,28970,24456,3
64294,28853,24475,28966,24588,3
64295,28855,24579,28968,24692,3
64296,28765,24199,28878,24312,3
64297,28764,24300,28877,24413,3
64298,28759,24414,28872,24527,3
64299,28760,24553,28872,24666,3
64300,28666,24128,28779,24241,3
64301,28663,24235,28775,24348,3
64302,28662,24359,28774,24472,3
64303,28661,24473,28773,24587,3
64304,28660,24588,28772,24702,3
64305,28579,24190,28679,24291,3
64306,28571,24293,28683,24406,3
64307,28572,24402,28685,24516,3
64308,28568,24520,28681,24634,3
64309,28484,24124,28584,24225,3
64310,28472,24243,28585,24357,3
64311,28467,24360,28580,24474,3
64312,28465,24461,28578,24575,3
64313,28463,24582,28576,24695,3
64314,28378,24178,28491,24292,3
64315,28377,24302,28490,24416,3
64316,28369,24405,28482,24518,3
64317,28374,24509,28486,24622,3
64318,28288,24124,28388,24224,3
64319,28281,24243,28393,24357,3
64320,28277,24355,28389,24468,3
64321,28270,24468,28382,24581,3
64322,28273,24575,28385,24688,3
64323,28187,24184,28287,24284,3
64324,28183,24309,28283,24410,3
64325,28178,24423,28291,24536,3
64326,28173,24526,28286,24639,3
64327,28085,24141,28198,24254,3
64328,28077,24240,28190,24353,3
64329,28094,24341,28181,24429,3
64330,28086,24481,28186,24582,3
64331,28093,24589,28181,24677,3
64332,27984,24180,28097,24293,3
64333,27982,24297,28095,24410,3
64334,27982,24406,28094,24519,3
64335,27986,24533,28086,24634,3
64336,27888,24125,28000,24238,3
64337,27891,24234,28003,24347,3
64338,27890,24349,27990,24450,3
64339,27886,24466,27998,24579,3
64340,27880,24577,27993,24690,3
64341,27790,24180,27902,24293,3
64342,27793,24296,27893,24397,3
64343,27787,24407,27900,24520,3
64344,27788,24524,27901,24638,3
64345,27693,24088,27806,24201,3
64346,27688,24243,27788,24344,3
64347,27690,24347,27803,24460,3
64348,27701,24457,27813,24571,3
64349,27706,24591,27794,24679,3
64350,27596,24174,27709,24287,3
64351,27601,24294,27701,24394,3
64352,27592,24401,27704,24515,3
64353,27601,24518,27701,24618,3
64354,27505,24126,27605,24226,3
64355,27503,24235,27603,24335,3
64356,27491,24342,27603,24456,3
64357,27504,24464,27604,24565,3
64358,27498,24572,27598,24673,3
64359,27397,24171,27509,24285,3
64360,27400,24289,27513,24402,3
64361,27393,24405,27506,24518,3
64362,27399,24521,27512,24634,3
64363,27309,24117,27409,24217,3
64364,27311,24239,27398,24327,3
64365,27300,24338,27400,24439,3
64366,27307,24464,27394,24552,3
64367,27297,24584,27397,24685,3
64368,27206,24287,27306,24388,3
64369,27210,24401,27310,24502,3
64370,27205,24514,27317,24627,3
64371,27199,24621,27311,24734,3
64372,27114,24224,27226,24337,3
64373,27111,24338,27223,24451,3
64374,27115,24451,27215,24552,3
64375,27104,24560,27217,24673,3
64376,27008,24404,27121,24517,3
64377,27004,24512,27117,24625,3
64378,27003,24626,27116,24739,3
64379,26916,24340,27016,24441,3
64380,26916,24451,27016,24552,3
64381,26921,24561,27021,24661,3
64382,26812,24405,26924,24519,3
64383,26810,24509,26922,24623,3
64384,26805,24619,26917,24733,3
64385,26714,24335,26826,24449,3
64386,26713,24450,26826,24564,3
64387,26717,24569,26830,24682,3
64388,26619,24392,26732,24506,3
64389,26618,24508,26731,24621,3
64390,26612,24624,26724,24737,3
64391,26619,24737,26719,24838,3
64392,26627,24865,26715,24954,5
64393,26615,24965,26727,25078,3
64394,26616,25080,26716,25181,3
64395,26713,24675,26826,24788,3
64396,26709,24796,26822,24909,3
64397,26715,24901,26827,25014,3
64398,26709,25022,26821,25135,3
64399,26713,25140,26813,25241,3
64400,26803,24738,26916,24851,3
64401,26803,24862,26916,24975,3
64402,26803,24966,26916,25079,3
64403,26813,25083,26913,25184,3
64404,26915,24682,27015,24782,3
64405,26916,24799,27016,24899,3
64406,26921,24918,27008,25006,3
64407,26913,25030,27013,25131,3
64408,26914,25140,27014,25241,3
64409,26998,24730,27110,24844,3
64410,26992,24851,27104,24965,3
64411,26995,24966,27107,25079,3
64412,26997,25074,27109,25187,3
64413,27102,24677,27215,24790,3
64414,27105,24801,27218,24915,3
64415,27096,24907,27209,25021,3
64416,27101,25032,27201,25132,3
64417,27097,25141,27197,25242,3
64418,27203,24732,27316,24845,3
64419,27199,24854,27312,24967,3
64420,27201,24970,27301,25070,3
64421,27194,25084,27307,25198,3
64422,27302,24682,27402,24783,3
64423,27303,24808,27391,24896,3
64424,27299,24927,27387,25015,3
64425,27297,25033,27397,25133,3
64426,27396,24623,27509,24736,3
64427,27397,24742,27509,24855,3
64428,27394,24838,27506,24951,3
64429,27398,24961,27510,25074,3
64430,27394,25080,27506,25193,3
64431,27498,24688,27598,24789,3
64432,27492,24796,27605,24909,3
64433,27488,24910,27601,25023,3
64434,27488,25028,27600,25141,3
64435,27488,25135,27600,25248,3
64436,27597,24629,27697,24730,3
64437,27591,24740,27704,24853,3
64438,27587,24851,27700,24964,3
64439,27582,24972,27695,25085,3
64440,27583,25082,27696,25195,3
64441,27705,24685,27805,24785,3
64442,27692,24808,27780,24896,3
64443,27691,24903,27779,24991,3
64444,27693,25024,27793,25125,3
64445,27700,25150,27787,25238,3
64446,27791,24640,27891,24740,3
64447,27784,24748,27897,24861,3
64448,27788,24862,27900,24975,3
64449,27778,24976,27890,25089,3
64450,27791,25095,27891,25196,3
64451,27891,24696,27991,24796,3
64452,27887,24803,28000,24917,3
64453,27885,24911,27998,25024,3
64454,27878,25029,27991,25142,3
64455,27878,25148,27990,25261,3
64456,27985,24644,28085,24745,3
64457,27986,24754,28098,24868,3
64458,27984,24859,28097,24973,6
64459,27979,24968,28092,25082,3
64460,27980,25094,28080,25195,3
64461,28088,24705,28200,24818,3
64462,28090,24801,28178,24889,3
64463,28090,24890,28178,24978,3
64464,28094,25021,28182,25109,3
64465,28176,24641,28289,24754,3
64466,28176,24757,28289,24870,3
64467,28177,24863,28289,24976,3
64468,28178,24976,28290,25090,3
64469,28175,25073,28287,25187,3
64470,28271,24699,28371,24800,3
64471,28281,24811,28381,24912,3
64472,28264,24922,28377,25035,3
64473,28271,25039,28371,25139,3
64474,28268,25150,28380,25264,3
64475,28375,24632,28487,24745,3
64476,28373,24742,28473,24843,3
64477,28366,24869,28478,24982,3
64478,28367,24978,28480,25091,3
64479,28377,25092,28464,25180,3
64480,28461,24693,28574,24806,3
64481,28465,24807,28577,24920,3
64482,28463,24922,28575,25035,3
64483,28475,25039,28563,25127,3
64484,28471,25158,28559,25246,3
64485,28575,24636,28675,24736,6
64486,28566,24745,28679,24858,3
64487,28569,24865,28669,24966,3
64488,28565,24977,28677,25090,3
64489,28565,25092,28677,25205,3
64490,28661,24690,28773,24804,3
64491,28664,24807,28777,24920,3
64492,28661,24926,28774,25039,3
64493,28656,25032,28769,25145,3
64494,28663,25141,28775,25254,3
64495,28764,24631,28876,24745,3
64496,28760,24749,28872,24863,3
64497,28762,24863,28874,24976,3
64498,28756,24977,28869,25090,3
64499,28761,25089,28874,25202,3
64500,28859,24686,28972,24800,3
64501,28861,24806,28973,24920,3
64502,28855,24924,28967,25038,3
64503,28850,25040,28962,25153,3
64504,28862,25158,28962,25259,3
64505,28954,24634,29067,24747,3
64506,28960,24754,29060,24854,3
64507,28958,24858,29071,24972,3
64508,28952,24981,29065,25095,3
64509,28955,25105,29055,25205,3
64510,29057,24696,29169,24809,3
64511,29052,24809,29165,24922,3
64512,29047,24928,29160,25042,3
64513,29055,25040,29155,25140,3
64514,29056,25159,29156,25259,3
64515,29165,24654,29265,24755,3
64516,29162,24764,29250,24852,3
64517,29168,24880,29256,24968,3
64518,29157,24979,29257,25079,3
64519,29152,25091,29252,25191,3
64520,29253,24689,29366,24802,3
64521,29253,24800,29365,24913,3
64522,29249,24920,29361,25033,3
64523,29253,25034,29365,25147,3
64524,29257,25150,29357,25250,3
64525,29351,24633,29464,24746,3
64526,29345,24747,29458,24860,3
64527,29355,24860,29455,24961,3
64528,29342,24972,29455,25085,3
64529,29350,25087,29462,25200,3
64530,29449,24695,29549,24796,3
64531,29454,24828,29542,24916,3
64532,29441,24913,29554,25026,3
64533,29452,25037,29552,25138,3
64534,29551,24635,29651,24735,3
64535,29543,24741,29655,24854,3
64536,29539,24851,29651,24964,3
64537,29547,24978,29647,25079,3
64538,29538,25078,29638,25179,3
64539,29645,24692,29745,24792,3
64540,29643,24798,29743,24898,3
64541,29643,24915,29743,25016,3
64542,29736,24857,29849,24971,3
64543,31512,25218,31600,25307,3
64544,31603,25280,31715,25393,3
64545,31693,25342,31806,25455,3
64546,31793,25391,31906,25504,3
64547,31887,25452,32000,25565,3
64548,32008,25484,32096,25572,3
64549,32087,25445,32199,25559,3
64550,32188,25498,32301,25612,3
64551,31694,25233,31807,25346,3
64552,31797,25284,31897,25385,3
64553,31887,25228,31999,25341,3
64554,31893,25340,32005,25453,3
64555,32010,25261,32098,25349,3
64556,32003,25370,32103,25470,3
64557,32088,24779,32188,24880,3
64558,32082,24881,32194,24994,3
64559,32079,24997,32192,25110,3
64560,32089,25115,32189,25216,3
64561,32087,25223,32187,25323,3
64562,32179,24823,32279,24924,3
64563,32181,24947,32281,25048,3
64564,32183,25062,32283,25163,3
64565,32180,25177,32280,25278,3
64566,32290,24761,32390,24862,3
64567,32288,24874,32388,24975,3
64568,32290,24994,32390,25095,3
64569,32294,25123,32382,25211,3
64570,32289,25220,32377,25308,3
64571,32372,24720,32484,24833,3
64572,32372,24828,32485,24941,3
64573,32369,24944,32482,25057,3
64574,32375,25059,32488,25172,3
64575,32374,25181,32487,25294,3
64576,32469,24755,32581,24869,3
64577,32466,24875,32578,24988,3
64578,32467,24988,32579,25101,3
64579,32473,25096,32586,25209,3
64580,32471,25218,32584,25331,3
64581,32563,24806,32676,24920,3
64582,32565,24935,32677,25048,3
64583,32563,25037,32675,25150,3
64584,32565,25155,32677,25268,3
64585,32658,24754,32771,24867,3
64586,32659,24867,32772,24981,3
64587,32663,24985,32776,25099,3
64588,32659,25093,32772,25206,3
64589,32664,25209,32776,25322,3
64590,32761,24693,32873,24806,3
64591,32762,24806,32874,24919,3
64592,32761,24927,32874,25041,3
64593,32760,25045,32873,25159,3
64594,32762,25150,32875,25264,3
64595,32854,24748,32966,24861,3
64596,32867,24875,32967,24976,3
64597,32862,24977,32974,25090,3
64598,32858,25097,32970,25211,3
64599,32861,25207,32974,25321,3
64600,32949,24802,33062,24915,3
64601,32955,24919,33067,25032,3
64602,32954,25031,33066,25144,3
64603,32949,25142,33061,25256,3
64604,33046,24745,33158,24858,3
64605,33048,24870,33161,24983,3
64606,33045,24980,33158,25093,3
64607,33043,25081,33156,25194,3
64608,33046,25195,33159,25308,3
64609,33152,24804,33264,24917,3
64610,33159,24919,33272,25032,3
64611,33162,25031,33275,25144,3
64612,33162,25140,33275,25253,3
64613,33250,24742,33362,24855,3
64614,33257,24860,33369,24973,3
64615,33256,24973,33368,25086,3
64616,33256,25074,33368,25187,3
64617,33258,25196,33371,25309,3
64618,33344,24794,33457,24907,3
64619,33347,24917,33460,25030,3
64620,33349,25026,33461,25139,3
64621,33353,25141,33465,25254,3
64622,33444,24738,33556,24852,3
64623,33446,24857,33559,24971,3
64624,33447,24972,33560,25085,3
64625,33452,25074,33565,25187,3
64626,33449,25197,33561,25310,3
64627,33541,24801,33653,24915,3
64628,33546,24917,33658,25031,3
64629,33549,25029,33662,25142,3
64630,33546,25137,33659,25250,3
64631,33633,24740,33746,24853,3
64632,33638,24852,33750,24966,3
64633,33642,24965,33754,25079,3
64634,33642,25085,33754,25199,3
64635,33641,25192,33741,25293,3
64636,33729,24794,33842,24907,3
64637,33735,24912,33848,25025,3
64638,33735,25027,33848,25141,3
64639,33739,25129,33851,25243,3
64640,33741,25249,33829,25337,3
64641,33826,24737,33938,24850,3
64642,33830,24854,33943,24967,3
64643,33831,24965,33944,25078,3
64644,33832,25075,33945,25188,3
64645,33832,25186,33945,25300,3
64646,33925,24789,34037,24902,3
64647,33923,24907,34035,25020,3
64648,33928,25010,34040,25123,3
64649,33929,25123,34042,25236,3
64650,33930,25239,34043,25353,3
64651,34024,24728,34137,24841,3
64652,34025,24848,34138,24961,3
64653,34024,24953,34136,25066,3
64654,34031,25070,34143,25183,3
64655,34027,25178,34139,25291,3
64656,34117,24788,34230,24901,3
64657,34116,24906,34229,25019,3
64658,34115,25011,34228,25124,3
64659,34122,25121,34235,25234,3
64660,34120,25239,34232,25352,3
64661,34226,24750,34326,24850,3
64662,34233,24847,34333,24948,3
64663,34248,24952,34348,25053,3
64664,34233,25054,34333,25155,3
64665,34221,25176,34334,25289,3
64666,34309,24671,34422,24785,3
64667,34310,24790,34422,24904,3
64668,34312,24895,34424,25008,3
64669,34314,25006,34426,25119,3
64670,34314,25122,34426,25235,3
64671,34315,25233,34428,25346,3
64672,34405,24729,34518,24843,3
64673,34414,24850,34514,24950,3
64674,34406,24957,34519,25070,3
64675,34414,25069,34526,25182,3
64676,34421,25186,34521,25287,3
64677,34503,24668,34615,24781,3
64678,34506,24787,34619,24900,3
64679,34503,24896,34616,25010,3
64680,34504,25011,34617,25125,3
64681,34505,25122,34618,25235,3
64682,34611,24737,34711,24838,3
64683,34615,24841,34715,24942,3
64684,34621,24970,34721,25070,3
64685,34628,25075,34728,25175,3
64686,34616,25163,34716,25263,3
64687,34696,24671,34809,24784,3
64688,34697,24790,34810,24903,3
64689,34698,24899,34810,25012,3
64690,34694,25007,34806,25120,3
64691,34696,25123,34808,25237,3
64692,34797,24729,34897,24830,3
64693,34798,24858,34898,24959,3
64694,34795,24947,34908,25060,3
64695,34794,25067,34907,25180,3
64696,34798,25178,34910,25292,3
64697,34889,24785,35001,24898,3
64698,34888,24897,35001,25010,3
64699,34888,25011,35001,25124,3
64700,34893,25127,34993,25228,3
64701,34982,24830,35094,24943,3
64702,34989,24962,35089,25063,3
64703,34987,25064,35099,25177,3
64704,34982,25181,35095,25294,3
64705,35078,24779,35191,24892,3
64706,35082,24891,35195,25004,3
64707,35075,25009,35187,25122,3
64708,35083,25125,35183,25226,3
64709,35181,24841,35294,24954,3
64710,35185,24953,35298,25066,3
64711,35188,25069,35301,25182,3
64712,35189,25187,35289,25288,3
64713,35279,24772,35391,24886,3
64714,35274,24896,35386,25009,3
64715,35278,25010,35391,25123,3
64716,35276,25125,35389,25238,3
64717,35383,24952,35495,25066,3
64718,35382,25069,35494,25182,3
64719,35377,25181,35489,25294,3
64720,35470,24775,35583,24888,3
64721,35469,24883,35582,24997,3
64722,35469,25001,35582,25115,3
64723,35468,25118,35580,25231,3
64724,35562,24839,35675,24952,3
64725,35572,24950,35672,25050,3
64726,35571,25058,35671,25158,3
64727,35574,25180,35674,25280,3
64728,35672,24780,35772,24881,3
64729,35668,24898,35768,24999,3
64730,35659,25008,35771,25121,3
64731,35667,25121,35780,25235,3
64732,35765,24741,35852,24830,3
64733,35766,24841,35853,24929,3
64734,35765,24971,35853,25059,3
64735,35766,25083,35854,25171,3
64736,35754,25200,35854,25300,3
64737,35860,24774,35973,24887,3
64738,35866,24895,35966,24996,3
64739,35857,25011,35957,25112,3
64740,35871,25127,35959,25215,3
64741,35957,24721,36069,24834,3
64742,35959,24828,36059,24929,3
64743,35962,24959,36062,25060,3
64744,35963,25065,36063,25166,3
64745,36052,24772,36164,24885,3
64746,36053,24889,36165,25002,3
64747,36063,25015,36151,25103,3
64748,36143,24727,36256,24841,3
64749,36140,24820,36253,24933,3
64750,36158,24960,36245,25048,3
64751,36238,24774,36351,24888,3
64752,36251,24879,36351,24979,3
64753,36254,25004,36341,25092,3
64754,36342,24829,36454,24943,3
64755,36345,24947,36445,25047,3
64756,36342,25057,36455,25170,3
64757,36438,24760,36551,24873,3
64758,36442,24884,36542,24984,3
64759,36442,24992,36554,25106,3
64760,36437,25097,36549,25211,3
64761,36536,24818,36649,24931,3
64762,36533,24931,36646,25044,3
64763,36530,25049,36643,25163,3
64764,36540,25162,36640,25262,3
64765,36150,25064,36250,25165,3
64766,36248,25114,36335,25202,3
64767,36061,25121,36161,25222,3
64768,36632,24759,36744,24872,3
64769,36648,24889,36748,24990,3
64770,36641,24999,36741,25100,3
64771,36634,25095,36747,25208,3
64772,36725,24815,36837,24928,3
64773,36732,24933,36832,25034,3
64774,36719,25049,36831,25162,3
64775,36722,25163,36835,25276,3
64776,36818,24755,36931,24868,3
64777,36819,24868,36932,24981,3
64778,36821,24978,36933,25091,3
64779,36823,25096,36935,25209,3
64780,36822,25203,36934,25316,3
64781,36918,24810,37031,24923,3
64782,36913,24924,37026,25037,3
64783,36917,25038,37030,25151,3
64784,36918,25155,37030,25268,3
64785,37011,24747,37123,24861,3
64786,37011,24869,37123,24982,3
64787,37020,24982,37120,25083,3
64788,37011,25093,37124,25206,3
64789,37119,24801,37231,24915,3
64790,37121,24912,37233,25025,3
64791,37122,25026,37234,25139,3
64792,37117,25145,37230,25258,3
64793,37221,24857,37334,24971,3
64794,37223,24975,37335,25089,3
64795,37221,25076,37333,25189,3
64796,37312,24797,37425,24910,3
64797,37318,24915,37431,25029,3
64798,37316,25025,37429,25139,3
64799,37322,25143,37422,25243,3
64800,37229,25203,37329,25304,3
64801,37123,25258,37236,25371,3
64802,37015,25198,37128,25311,3
64803,37019,25312,37132,25425,3
64804,36924,25262,37036,25375,3
64805,36927,25378,37039,25491,3
64806,36835,25317,36948,25430,3
64807,36732,25269,36845,25383,3
64808,36635,25211,36748,25325,3
64809,37414,24858,37514,24959,3
64810,37426,24952,37526,25052,3
64811,37415,25084,37502,25172,3
64812,37412,25205,37499,25293,3
64813,37319,25249,37431,25362,3
64814,37504,24800,37616,24913,3
64815,37505,24910,37617,25023,3
64816,37510,25027,37622,25140,3
64817,37511,25137,37623,25251,3
64818,37511,25254,37624,25368,3
64819,37608,24853,37721,24966,3
64820,37609,24968,37721,25081,3
64821,37608,25079,37720,25192,3
64822,37611,25190,37723,25303,3
64823,37704,24793,37817,24906,3
64824,37706,24904,37819,25017,3
64825,37707,25020,37820,25133,3
64826,37702,25133,37815,25246,3
64827,37702,25244,37814,25357,3
64828,37800,24840,37912,24953,3
64829,37807,24959,37919,25072,3
64830,37802,25075,37915,25188,3
64831,37806,25187,37919,25300,3
64832,37885,24795,37985,24896,3
64833,37886,24913,37986,25014,3
64834,37880,25015,37992,25128,3
64835,37880,25129,37992,25242,3
64836,37988,24859,38101,24972,3
64837,37989,24965,38102,25078,3
64838,37990,25083,38102,25196,3
64839,37990,25196,38102,25309,3
64840,38093,24802,38205,24916,3
64841,38090,24903,38203,25017,3
64842,38088,25020,38201,25133,3
64843,38091,25138,38204,25251,3
64844,38092,25260,38205,25373,3
64845,38183,24843,38295,24957,3
64846,38183,24965,38295,25079,3
64847,38184,25087,38284,25187,3
64848,38201,25191,38314,25304,3
64849,38287,24788,38400,24901,3
64850,38281,24902,38394,25016,3
64851,38283,25020,38395,25134,3
64852,38384,24843,38497,24956,3
64853,38387,24963,38500,25076,3
64854,38466,24785,38578,24898,3
